Incident;Date reported;Time reported;Date occurred;Time occurred;General Location;Crime Description;Disposition
CC1310026;10/26/2013;12:00:00 a. m.;10/20/2013;8:07:00 p. m.;400 blk of E WHITE ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
FI132990580;10/26/2013;10:18:00 p. m.;10/26/2013;10:18:00 p. m.;SIXTH/GREEN;LIQUOR;ADMIN. CLOSED
;;;;;;;
FI132990555;10/26/2013;9:31:00 p. m.;10/26/2013;9:31:00 p. m.;OAK/STADIUM;DOMESTIC;ADMIN. CLOSED
;;;;;;;
FI132990637;10/26/2013;11:38:00 p. m.;10/26/2013;11:38:00 p. m.;FIRST/GREEN;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132990632;10/26/2013;11:30:00 p. m.;10/26/2013;11:30:00 p. m.;PARKING LOT C-10;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132990158;10/26/2013;;10/26/2013;;MEMORIAL STADIUM;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AR132990042;10/26/2013;1:04:00 a. m.;10/26/2013;1:04:00 a. m.;CANOPY CLUB;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AR132990476;10/26/2013;7:34:00 p. m.;10/26/2013;7:34:00 p. m.;SCOTT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AR132990030;10/26/2013;12:53:00 a. m.;10/26/2013;12:53:00 a. m.;1117 S OAK ST;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2184-2013;10/26/2013;12:00:00 a. m.;10/26/2013;12:00:00 a. m.;BROMLEY HALL;SEX OFFENSE, FORCIBLE;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2148-2013;10/26/2013;1:45:00 a. m.;10/26/2013;1:45:00 a. m.;OGLESBY HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2150-2013;10/26/2013;3:20:00 a. m.;10/26/2013;3:20:00 a. m.;ALLEN HALL;DRUGS;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2154-2013;10/26/2013;7:20:00 p. m.;10/26/2013;7:20:00 p. m.;OGLESBY HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2158-2013;10/26/2013;10:20:00 p. m.;10/26/2013;10:20:00 p. m.;SNYDER HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302102;10/27/2013;11:18:00 a. m.;10/27/2013;11:13:00 a. m.;BOUSFIELD RESIDENCE HALL;BURGLARY RESIDENTIAL;ARREST
;;;;;;;
II1302102;10/27/2013;11:18:00 a. m.;10/27/2013;11:13:00 a. m.;BOUSFIELD RESIDENCE HALL;BATTERY;ARREST
;;;;;;;
II1302102;10/27/2013;11:18:00 a. m.;10/27/2013;11:13:00 a. m.;BOUSFIELD RESIDENCE HALL;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1302102;10/27/2013;11:18:00 a. m.;10/27/2013;11:13:00 a. m.;BOUSFIELD RESIDENCE HALL;RESIST/OBSTRUCT/DISARM AN;ARREST
;;;;;;OFFICER;
II1302102;10/27/2013;11:18:00 a. m.;10/27/2013;11:13:00 a. m.;BOUSFIELD RESIDENCE HALL;THEFT UNDER;ARREST
;;;;;;;
II1302099;10/27/2013;1:40:00 a. m.;10/26/2013;11:53:00 a. m.;TAFT RESIDENCE HALL;THEFT OVER;PENDING
;;;;;;;
II1302098;10/27/2013;12:17:00 a. m.;10/27/2013;12:17:00 a. m.;FOURTH ST S / GREEN;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
II1302098;10/27/2013;12:17:00 a. m.;10/27/2013;12:17:00 a. m.;FOURTH ST S / GREEN;DRUG EQUIPMENT-POSSESSION;PENDING
;;;;;;;
II1302099;10/27/2013;1:40:00 a. m.;10/26/2013;11:53:00 a. m.;TAFT RESIDENCE HALL;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
FI133000011;10/27/2013;12:07:00 a. m.;10/27/2013;12:07:00 a. m.;PARKING LOT C-7;PUBLIC URINATION;ADMIN. CLOSED
;;;;;;;
FI133000458;10/27/2013;9:56:00 p. m.;10/27/2013;9:56:00 p. m.;KCPA PARKING LOT;DRUGS;ADMIN. CLOSED
;;;;;;;
FI133000472;10/27/2013;11:02:00 p. m.;10/27/2013;11:02:00 p. m.;PARKING LOT D-18;DRUGS;ADMIN. CLOSED
;;;;;;;
FI133000026;10/27/2013;12:31:00 a. m.;10/27/2013;12:31:00 a. m.;PARKING LOT C-3;FIGHT;ADMIN. CLOSED
;;;;;;;
FI133000004;10/27/2013;12:01:00 a. m.;10/27/2013;12:01:00 a. m.;FIFTH/DANIEL;LIQUOR;ADMIN. CLOSED
;;;;;;;
FI133000458;10/27/2013;9:56:00 p. m.;10/27/2013;9:56:00 p. m.;KCPA PARKING LOT;DRUGS;ADMIN. CLOSED
;;;;;;;
FI133000026;10/27/2013;12:31:00 a. m.;10/27/2013;12:31:00 a. m.;IUB;FIGHT;ADMIN. CLOSED
;;;;;;;
AR133000479;10/27/2013;11:23:00 p. m.;10/27/2013;11:23:00 p. m.;OGLESBY HALL;DRUGS;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302104;10/28/2013;2:14:00 a. m.;10/28/2013;2:14:00 a. m.;GREEN W / LINCOLN;DRIVING UNDER INFLUENCE-;ARREST
;;;;;;DRUGS;
II1302104;10/28/2013;2:14:00 a. m.;10/28/2013;2:14:00 a. m.;GREEN W / LINCOLN;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
II1302104;10/28/2013;2:14:00 a. m.;10/28/2013;2:14:00 a. m.;GREEN W / LINCOLN;DRUG EQUIPMENT-POSSESSION;PENDING
;;;;;;;
II1302105;10/28/2013;10:04:00 a. m.;10/28/2013;10:04:00 a. m.;600 blk of GOODWIN AV N;ASSIST ATT BURG F/MV;ADMIN. CLOSE
;;;;;;;
II1302108;10/28/2013;4:41:00 p. m.;10/25/2013;9:00:00 p. m.;TRANSPORTATION BLDG;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1302107;10/28/2013;3:50:00 p. m.;10/25/2013;9:00:00 p. m.;NATURAL RES GARAGE;THEFT OVER;ADMIN. CLOSE
;;;;;;;
II1302113;10/28/2013;9:07:00 p. m.;10/28/2013;7:30:00 p. m.;IKENBERRY COMMONS;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1302109;10/28/2013;7:58:00 p. m.;9/27/2013;12:01:00 a. m.;SHERMAN RESIDENCE HALL;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1302110;10/28/2013;8:06:00 p. m.;10/28/2013;8:06:00 p. m.;LINCOLN AVE RESIDENCE HAL;CANNABIS-POSS 30 GM & UNDER;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302129;10/28/2013;3:39:00 p. m.;10/28/2013;12:00:00 p. m.;DECATUR;ASSIST OTHER GOVT AGENCY/EOD;ADMIN. CLOSE
;;;;;;;
FI133010029;10/28/2013;1:45:00 a. m.;10/28/2013;1:45:00 a. m.;ALLEN HALL;DRUGS;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI133010019;10/28/2013;1:12:00 a. m.;10/28/2013;1:12:00 a. m.;SIXTH/GREEN;DISORDERLY CONDUCT;ADMIN. CLOSED
;;;;;;;
2173-2013;10/28/2013;10:00:00 p. m.;10/28/2013;10:00:00 p. m.;TOWNSEND HALL;DRUGS;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302119;10/29/2013;2:03:00 a. m.;10/29/2013;2:03:00 a. m.;GREEN ST / GOODWIN AV;DRIVING UNDER THE INFL-;ARREST
;;;;;;ALCOHOL;
II1302119;10/29/2013;2:03:00 a. m.;10/29/2013;2:03:00 a. m.;GREEN ST / GOODWIN AV;BREATH ALCOHOL OVER LIMIT;ARREST
;;;;;;;
;;;;;;;
II1302120;10/29/2013;3:16:00 p. m.;10/29/2013;3:16:00 p. m.;100 blk of MAIN ST E;CONTROLLED SUBSTANCE-;ARREST
;;;;;;POSSESSION;
II1302120;10/29/2013;3:16:00 p. m.;10/29/2013;3:16:00 p. m.;100 blk of MAIN ST E;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1302123;10/29/2013;10:57:00 p. m.;10/29/2013;10:57:00 p. m.;BABCOCK RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302123;10/29/2013;10:57:00 p. m.;10/29/2013;10:57:00 p. m.;BABCOCK RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302117;10/29/2013;12:37:00 a. m.;10/29/2013;12:37:00 a. m.;ILLINI GROVE;CANNABIS-POSS 30 GM & UNDER;PENDING
;;;;;;;
II1302117;10/29/2013;12:37:00 a. m.;10/29/2013;12:37:00 a. m.;ILLINI GROVE;DRUG EQUIPMENT-POSSESSION;ARREST
;;;;;;;
UU1306123;10/29/2013;12:00:00 a. m.;10/19/2013;1:30:00 a. m.;700 blk of W NEVADA ST;NOISE VIOLATION;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309952;10/29/2013;12:00:00 a. m.;10/19/2013;12:05:00 a. m.;RED LION;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309955;10/29/2013;12:00:00 a. m.;10/19/2013;12:47:00 a. m.;BROTHERS BAR;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309957;10/29/2013;12:00:00 a. m.;10/19/2013;1:10:00 a. m.;CLYBOURNES;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309959;10/29/2013;12:00:00 a. m.;10/19/2013;1:40:00 a. m.;WHITE HORSE;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309172;10/29/2013;12:00:00 a. m.;9/28/2013;10:44:00 p. m.;IT'S BROTHERS BAR;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309176;10/29/2013;12:00:00 a. m.;9/28/2013;11:22:00 p. m.;FIREHAUS;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309186;10/29/2013;12:00:00 a. m.;9/29/2013;1:31:00 a. m.;RED LION BAR;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309182;10/29/2013;12:00:00 a. m.;9/29/2013;12:10:00 a. m.;500 blk of E JOHN ST;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309995;10/29/2013;12:00:00 a. m.;10/19/2013;10:37:00 p. m.;blk of CHALMERS ST;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309178;10/29/2013;12:00:00 a. m.;9/28/2013;11:20:00 p. m.;JOES' BREWERY;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309184;10/29/2013;12:00:00 a. m.;9/29/2013;12:50:00 a. m.;600 blk of DANIEL ST E;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
FI133020248;10/29/2013;1:19:00 p. m.;10/29/2013;1:19:00 p. m.;ILLINI HALL;DISORDERLY CONDUCT;ADMIN. CLOSED
;;;;;;;
FI133020070;10/29/2013;4:05:00 a. m.;10/29/2013;4:05:00 a. m.;LOOMIS LAB;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI133020460;10/29/2013;9:02:00 p. m.;10/29/2013;9:02:00 p. m.;STADIUM/NEIL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AR133020070;10/29/2013;4:02:00 a. m.;10/29/2013;4:02:00 a. m.;LOOMIS LAB;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2369-2013;10/29/2013;2:17:00 p. m.;10/29/2013;2:17:00 p. m.;SDRP - IKENBERRY COMMONS;THEFT;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302124;10/30/2013;2:53:00 a. m.;10/29/2013;11:01:00 p. m.;ARMORY;CRIMINAL DAMAGE GOVT;ADMIN. CLOSE
;;;;;;SUPPORT PROP;
II1302125;10/30/2013;10:09:00 a. m.;10/27/2013;1:00:00 p. m.;FAR;THEFT-LOST/MISLAID PROPERTY;ADMIN. CLOSE
;;;;;;;
II1302125;10/30/2013;10:09:00 a. m.;10/27/2013;1:00:00 p. m.;FAR;FRAUD-CREDIT CARD;ADMIN. CLOSE
;;;;;;;
FI133030451;10/30/2013;9:00:00 p. m.;10/30/2013;9:00:00 p. m.;JAPAN HOUSE;DISORDERLY CONDUCT;ADMIN. CLOSED
;;;;;;;
II1302132;10/31/2013;12:44:00 a. m.;10/31/2013;12:44:00 a. m.;GREEN ST / LINCOLN AVE;DRIVING UNDER THE INFL-;ARREST
;;;;;;ALCOHOL;
II1302132;10/31/2013;12:44:00 a. m.;10/31/2013;12:44:00 a. m.;GREEN ST / LINCOLN AVE;BREATH ALCOHOL OVER LIMIT;ARREST
;;;;;;;
II1302134;10/31/2013;12:28:00 p. m.;10/30/2013;10:50:00 a. m.;ILLINI HALL;THEFT UNDER;UNFOUNDED
;;;;;;;
II1302097;10/31/2013;11:19:00 p. m.;10/31/2013;11:19:00 p. m.;GREEN / GOODWIN;UPD DRUG TRAFFIC STOP;ADMIN. CLOSE
;;;;;;;
II1302122;10/31/2013;10:01:00 p. m.;10/29/2013;10:01:00 p. m.;900 blk of FIFTH STREET S;RECKLESS CONDUCT;ARREST
;;;;;;;
II1302122;10/31/2013;10:01:00 p. m.;10/29/2013;10:01:00 p. m.;900 blk of FIFTH STREET S;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1302136;10/31/2013;11:06:00 p. m.;10/31/2013;11:06:00 p. m.;600 blk of HEALEY ST E;MOB ACTION;ARREST
;;;;;;;
II1302136;10/31/2013;11:06:00 p. m.;10/31/2013;11:06:00 p. m.;600 blk of HEALEY ST E;RECKLESS CONDUCT;ARREST
;;;;;;;
II1302136;10/31/2013;11:06:00 p. m.;10/31/2013;11:06:00 p. m.;600 blk of HEALEY ST E;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
CC1310129;10/31/2013;12:00:00 a. m.;10/22/2013;10:00:00 p. m.;400 blk of STOUGHTON ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310205;10/31/2013;12:00:00 a. m.;10/26/2013;1:15:00 a. m.;200 blk of GREEN ST E;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310279;10/31/2013;12:00:00 a. m.;10/26/2013;2:00:00 a. m.;blk of JOHN ST E;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310243;10/31/2013;12:00:00 a. m.;10/26/2013;8:00:00 a. m.;300 blk of E GREEN ST;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310167;10/31/2013;12:00:00 a. m.;10/24/2013;11:25:00 a. m.;600 blk of DANIEL ST/S WRIGHT S;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310275;10/31/2013;12:00:00 a. m.;10/26/2013;11:00:00 p. m.;500 blk of SIXTH ST S;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1309964;10/31/2013;12:00:00 a. m.;10/18/2013;8:00:00 p. m.;PIZZA HUT;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
FI133040445;10/31/2013;8:01:00 p. m.;10/31/2013;8:01:00 p. m.;ARBORETUM;DISORDERLY CONDUCT;ADMIN. CLOSED
;;;;;;;
2207-2013;10/31/2013;10:00:00 p. m.;10/31/2013;10:00:00 p. m.;WESTON HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2208-2013;10/31/2013;10:00:00 p. m.;10/31/2013;10:00:00 p. m.;CARR HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2252-2013;10/31/2013;2:31:00 a. m.;10/31/2013;2:31:00 a. m.;BUSEY HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302140;11/1/2013;5:58:00 p. m.;10/23/2013;8:13:00 p. m.;RAL;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1302143;11/1/2013;9:38:00 p. m.;11/1/2013;9:38:00 p. m.;ARMORY AVE E / FOURTH ST;DRIVING UNDER INFLUENCE-;ARREST
;;;;;;DRUGS;
II1302141;11/1/2013;7:03:00 p. m.;11/1/2013;7:02:00 p. m.;HOPKINS RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
UU1306310;11/1/2013;12:00:00 a. m.;10/26/2013;11:19:00 p. m.;1400 blk of GREEN W;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310259;11/1/2013;12:00:00 a. m.;10/27/2013;1:10:00 a. m.;WINGING OUT;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310206;11/1/2013;12:00:00 a. m.;10/26/2013;1:21:00 a. m.;500 blk of GREEN ST E;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310248;11/1/2013;12:00:00 a. m.;10/26/2013;4:30:00 a. m.;300 blk of E GREEN ST;FORCIBLE SEX OFFENSE;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310091;11/1/2013;12:00:00 a. m.;10/22/2013;12:01:00 a. m.;800 blk of FOURTH ST S;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310107;11/1/2013;12:00:00 a. m.;10/22/2013;6:00:00 p. m.;100 blk of GREEN ST E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310097;11/1/2013;12:00:00 a. m.;10/22/2013;12:00:00 p. m.;500 blk of E HEALEY ST;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1310110;11/1/2013;12:00:00 a. m.;10/23/2013;1:00:00 a. m.;500 blk of E WHITE ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1304613;11/1/2013;12:00:00 a. m.;8/20/2013;6:42:00 p. m.;100 blk of BUSEY;ROBBERY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1304771;11/1/2013;12:00:00 a. m.;8/26/2013;12:40:00 a. m.;MAIN ST W / GREGORY;BATTERY-DOMESTIC;REPORTED TO OTHER
;;;;;;;AGENCY
UU1305066;11/1/2013;12:00:00 a. m.;9/5/2013;11:25:00 p. m.;900 blk of HARVEY ST;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
UU1305102;11/1/2013;12:00:00 a. m.;9/7/2013;2:00:00 a. m.;800 blk of ILLINOIS W;ROBBERY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1305563;11/1/2013;12:00:00 a. m.;9/26/2013;1:57:00 a. m.;1100 blk of NEVADA ST W;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
UU1305692;11/1/2013;12:00:00 a. m.;10/1/2013;6:00:00 a. m.;NIRO'S GYROS;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1305694;11/1/2013;12:00:00 a. m.;9/30/2013;9:00:00 p. m.;HENDRICK HOUSE;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1305818;11/1/2013;12:00:00 a. m.;10/6/2013;2:05:00 a. m.;CANOPY CLUB;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
FI133050016;11/1/2013;12:27:00 a. m.;11/1/2013;12:27:00 a. m.;BARTON HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI133050606;11/1/2013;10:26:00 p. m.;11/1/2013;10:26:00 p. m.;PARKING LOT D-15;LIQUOR;ADMIN. CLOSED
;;;;;;;
FI133050573;11/1/2013;8:56:00 p. m.;11/1/2013;8:56:00 p. m.;PARKING LOT D-15;LIQUOR;ADMIN. CLOSED
;;;;;;;
FI133050653;11/1/2013;11:50:00 p. m.;11/1/2013;11:50:00 p. m.;1200 W OREGON;DRUGS;ADMIN. CLOSED
;;;;;;;
FI133050574;11/1/2013;9:00:00 p. m.;11/1/2013;9:00:00 p. m.;KCPA PARKING LOT;DRUGS;ADMIN. CLOSED
;;;;;;;
AR133050093;11/1/2013;3:16:00 a. m.;11/1/2013;3:16:00 a. m.;TAFT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AR133050099;11/1/2013;3:24:00 a. m.;11/1/2013;3:24:00 a. m.;EVANS HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2210-2013;11/1/2013;1:00:00 a. m.;11/1/2013;1:00:00 a. m.;WESTON HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2227-2013;11/1/2013;11:50:00 p. m.;11/1/2013;11:50:00 p. m.;WESTON HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2243-2013;11/1/2013;10:50:00 p. m.;11/1/2013;10:50:00 p. m.;SNYDER HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302146;11/2/2013;2:47:00 a. m.;11/2/2013;2:40:00 a. m.;SCOTT RESIDENCE HALL;CRIMINAL DAMAGE GOVT;ADMIN. CLOSE
;;;;;;SUPPORT PROP;
II1302145;11/2/2013;1:45:00 a. m.;11/2/2013;1:45:00 a. m.;OGLESBY RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI133060064;11/2/2013;1:46:00 a. m.;11/2/2013;1:46:00 a. m.;GOODWIN/NEVADA;LIQUOR;ADMIN. CLOSED
;;;;;;;
FI133060078;11/2/2013;2:10:00 a. m.;11/2/2013;2:10:00 a. m.;JOHN/FOURTH;DISORDERLY CONDUCT;ADMIN. CLOSED
;;;;;;;
FI133060279;11/2/2013;2:23:00 p. m.;11/2/2013;2:23:00 p. m.;1201 S FOURTH ST;THEFT;ADMIN. CLOSED
;;;;;;;
FI133060042;11/2/2013;1:06:00 a. m.;11/2/2013;1:06:00 a. m.;512 S THIRD;LIQUOR;ADMIN. CLOSED
;;;;;;;
FI133060553;11/2/2013;10:28:00 p. m.;11/2/2013;10:28:00 p. m.;FIRST/JOHN;LIQUOR;ADMIN. CLOSED
;;;;;;;
FI113060119;11/2/2013;3:43:00 a. m.;11/2/2013;3:43:00 a. m.;PARKING LOT E-14;DRUGS;ADMIN. CLOSED
;;;;;;;
AR133060048;11/2/2013;1:30:00 a. m.;11/2/2013;1:30:00 a. m.;WESTON HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AR133060042;11/2/2013;1:06:00 a. m.;11/2/2013;1:06:00 a. m.;ALLEN HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AR133060130;11/2/2013;5:37:00 a. m.;11/2/2013;5:37:00 a. m.;SAUNDERS HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2236-2013;11/2/2013;4:20:00 a. m.;11/2/2013;4:20:00 a. m.;BLAISDELL HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2237-2013;11/2/2013;11:30:00 p. m.;11/2/2013;11:30:00 p. m.;SCOTT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2231-2013;11/2/2013;2:36:00 a. m.;11/2/2013;2:36:00 a. m.;OGLESBY HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
2288-2013;11/2/2013;11:15:00 p. m.;11/2/2013;11:15:00 p. m.;PI KAPPA PHI;BATTERY;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302144;11/3/2013;11:20:00 p. m.;11/1/2013;11:37:00 p. m.;POST I;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
FI133070042;11/3/2013;1:16:00 a. m.;11/3/2013;1:16:00 a. m.;600 E GREEN;LIQUOR;ADMIN. CLOSED
;;;;;;;
FI133070014;11/3/2013;12:24:00 a. m.;11/3/2013;12:24:00 a. m.;ARBORETUM;DRUGS;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AR133070047;11/3/2013;1:35:00 a. m.;11/3/2013;1:35:00 a. m.;TOWNSEND HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AR133070035;11/3/2013;1:10:00 a. m.;11/3/2013;1:10:00 a. m.;TRELEASE HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302155;11/4/2013;2:10:00 p. m.;11/2/2013;1:00:00 p. m.;ALTGELD HALL;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1302154;11/4/2013;9:55:00 a. m.;10/31/2013;10:00:00 a. m.;NEWMARK LAB;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1302158;11/4/2013;3:31:00 p. m.;11/1/2013;7:00:00 p. m.;PARKING LOT E-10;CRIMINAL DAMAGE TO PROPERTY;ADMIN. CLOSE
;;;;;;;
II1302160;11/4/2013;4:46:00 p. m.;11/4/2013;4:46:00 p. m.;ILLINI UNION BOOKSTORE;THEFT-RETAIL;ARREST
;;;;;;;
II1302162;11/4/2013;8:13:00 p. m.;11/4/2013;7:30:00 p. m.;ILLINI UNION;THEFT OVER;PENDING
;;;;;;;
II1302153;11/4/2013;8:10:00 a. m.;11/1/2013;3:30:00 p. m.;WASTE TRANSFER STATION;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1302159;11/4/2013;4:03:00 p. m.;10/31/2013;5:00:00 p. m.;ARMORY;CRIMINAL DAMAGE GOVT;ADMIN. CLOSE
;;;;;;SUPPORT PROP;
II1302162;11/4/2013;8:13:00 p. m.;11/4/2013;7:30:00 p. m.;ILLINI UNION;OBSTRUCTING JUSTICE;ARREST
;;;;;;;
FI133080038;11/4/2013;1:55:00 a. m.;11/4/2013;1:55:00 a. m.;LINCOLN/GREEN;DISORDERLY CONDUCT;ADMIN. CLOSED
;;;;;;;
2150-2013;11/4/2013;2:00:00 a. m.;11/3/2013;6:00:00 p. m.;OGLESBY HALL;SEX OFFENSE;PENDING
;;;;;;;
II1302164;11/5/2013;1:24:00 a. m.;11/5/2013;1:24:00 a. m.;SPRINGFIELD AVE / SECOND ST;DRIVING UNDER THE INFL-;ARREST
;;;;;;ALCOHOL;
II1302164;11/5/2013;1:24:00 a. m.;11/5/2013;1:24:00 a. m.;SPRINGFIELD AVE / SECOND ST;BREATH ALCOHOL OVER LIMIT;ARREST
;;;;;;;
II1302167;11/5/2013;10:06:00 a. m.;8/15/2013;8:00:00 a. m.;ILLINI UNION BOOKSTORE;THEFT-RETAIL;ARREST
;;;;;;;
II1302168;11/5/2013;3:02:00 p. m.;11/5/2013;3:02:00 p. m.;SDRP;WARRANT-IN STATE;ARREST
;;;;;;;
II1302166;11/5/2013;8:45:00 a. m.;11/4/2013;5:00:00 p. m.;FREEMAN FELLOWS;CRIMINAL DAMAGE GOVT;ARREST
;;;;;;SUPPORT PROP;
II1302166;11/5/2013;8:45:00 a. m.;11/4/2013;5:00:00 p. m.;FREEMAN FELLOWS;LIQUOR-ILLEGAL CONSUMPTION;ARREST
;;;;;;BY MINOR;
II1302164;11/5/2013;1:24:00 a. m.;11/5/2013;1:24:00 a. m.;SPRINGFIELD AVE / SECOND ST;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1302171;11/5/2013;11:44:00 p. m.;11/5/2013;11:44:00 p. m.;1200 blk of DORNER DR S;DRUG EQUIPMENT-POSSESSION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1302171;11/5/2013;11:44:00 p. m.;11/5/2013;11:44:00 p. m.;1200 blk of DORNER DR S;CANNABIS-POSS 30 GM & UNDER;STUDENT DISCIPLINE
