Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition
CC1410183,11/12/2014,12:00:00 a. m.,11/7/2014,1:57:00 a. m.,blk of JOHN ST E,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410163,11/12/2014,12:00:00 a. m.,11/3/2014,3:21:00 p. m.,COUNTY MARKET,TRESPASS TO PROPERTY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409899,11/12/2014,12:00:00 a. m.,10/29/2014,10:00:00 p. m.,FAT CITY,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410108,11/12/2014,12:00:00 a. m.,11/4/2014,8:48:00 p. m.,NEIL ST / KIRBY AV,DRUGS,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410081,11/12/2014,12:00:00 a. m.,11/3/2014,6:30:00 p. m.,100 blk of E GREEN ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
FI143160046,11/12/2014,4:12:00 a. m.,11/12/2014,4:12:00 a. m.,GREGORY/MAIN,DRUGS,ADMIN. CLOSED
,,,,,,,
02854-2014,11/12/2014,12:22:00 a. m.,11/12/2014,12:22:00 a. m.,WARDALL RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
CSA14-20,11/12/2014,2:28:00 p. m.,08/01-05/2014,UNKNOWN,Priv apt/Champaign,SEX OFFENSE,ADMIN. CLOSED
,,,,,,,
CC1410154,11/13/2014,12:00:00 a. m.,10/16/2014,1:00:00 a. m.,RED LION,UNLAWFUL USE OF ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410155,11/13/2014,12:00:00 a. m.,8/21/2014,5:00:00 p. m.,JOE'S BREWERY,UNLAWFUL USE OF ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410117,11/13/2014,12:00:00 a. m.,11/5/2014,2:36:00 a. m.,THIRD ST / DANIEL ST,AGGRAVATED ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410248,11/13/2014,12:00:00 a. m.,11/8/2014,4:13:00 p. m.,200 blk of CLARK ST E,BATTERY - DOMESTIC,REPORTED TO OTHER
,,,,,,,AGENCY
02899-2014,11/13/2014,11:40:00 p. m.,11/13/2014,11:40:00 p. m.,OGLESBY RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1402146,11/14/2014,12:23:00 a. m.,11/14/2014,12:23:00 a. m.,FOURTH ST S / GREEN ST,WARRANT-IN STATE,ARREST
,,,,,,,
II1402148,11/14/2014,8:18:00 a. m.,11/13/2014,10:00:00 p. m.,I HOTEL,THEFT-MOTOR VEHICLE,UNFOUNDED
,,,,,,,
II1402149,11/14/2014,2:10:00 p. m.,10/16/2014,3:30:00 p. m.,TALBOT LAB,THEFT OVER,PENDING
,,,,,,,
FI143180543,11/14/2014,11:09:00 p. m.,11/14/2014,11:09:00 p. m.,ILLINI UNION,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402150,11/15/2014,12:45:00 a. m.,11/15/2014,12:45:00 a. m.,PARKING LOT E-38,MIP,ARREST
,,,,,,,
II1402154,11/15/2014,11:36:00 a. m.,11/15/2014,11:30:00 a. m.,I-FUND LOT,BATTERY,ARREST
,,,,,,,
II1402156,11/15/2014,12:38:00 p. m.,11/15/2014,11:34:00 a. m.,MEMORIAL STADIUM,BATTERY,ARREST
,,,,,,,
II1402156,11/15/2014,12:38:00 p. m.,11/15/2014,11:34:00 a. m.,MEMORIAL STADIUM,LIQUOR-ILLEGAL CONSUMPTION BY,ARREST
,,,,,,MINOR,
II1402158,11/15/2014,5:29:00 p. m.,11/8/2014,12:00:00 p. m.,BABCOCK RESIDENCE HALL,FRAUD-CREDIT CARD,PENDING
,,,,,,,
II1402160,11/15/2014,11:46:00 p. m.,11/15/2014,11:46:00 p. m.,UNDERGRADUATE LIBRARY,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
FI143190081,11/15/2014,2:29:00 a. m.,11/15/2014,2:29:00 a. m.,BLAISDELL RESD HALL,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI143190092,11/15/2014,2:53:00 a. m.,11/15/2014,2:53:00 a. m.,TRELEASE RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143190095,11/15/2014,3:20:00 a. m.,11/15/2014,3:20:00 a. m.,HOPKINS RESD HALL,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI143190117,11/15/2014,1:15:00 p. m.,11/15/2014,1:15:00 p. m.,MEMORIAL STADIUM,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI143190339,11/15/2014,4:36:00 p. m.,11/15/2014,4:36:00 p. m.,SECOND/DANIEL,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI143190337,11/15/2014,4:36:00 p. m.,11/15/2014,4:36:00 p. m.,SECOND/DANIEL,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI143190117,11/15/2014,11:20:00 a. m.,11/15/2014,11:20:00 a. m.,MEMORIAL STADIUM,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI143190071,11/15/2014,2:06:00 a. m.,11/15/2014,2:06:00 a. m.,ALLEN RESC HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
02930-2014,11/15/2014,1:35:00 a. m.,11/15/2014,1:35:00 a. m.,BLAISDELL RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
02925-2014,11/15/2014,1:30:00 a. m.,11/15/2014,1:30:00 a. m.,WARDALL RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
02929-2014,11/15/2014,1:30:00 a. m.,11/15/2014,1:30:00 a. m.,ALLEN RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
02928-2014,11/15/2014,2:45:00 a. m.,11/15/2014,2:45:00 a. m.,TRELEASE RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
02926-2014,11/15/2014,1:30:00 a. m.,11/15/2014,1:30:00 a. m.,SHELDON RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1402163,11/16/2014,3:12:00 a. m.,11/16/2014,3:12:00 a. m.,2000 blk of LINCOLN AVE N,CONTROLLED SUBSTANCE-MANUF-,ARREST
,,,,,,INTENT,
II1402163,11/16/2014,3:12:00 a. m.,11/16/2014,3:12:00 a. m.,2000 blk of LINCOLN AVE N,CANNABIS-POSS 30 GM & UNDER,PENDING
,,,,,,,
II1402163,11/16/2014,3:12:00 a. m.,11/16/2014,3:12:00 a. m.,2000 blk of LINCOLN AVE N,RESIST/OBSTRUCT/DISARM AN,PENDING
,,,,,,OFFICER,
II1402162,11/16/2014,2:24:00 a. m.,11/16/2014,2:24:00 a. m.,SCOTT RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1402162,11/16/2014,2:24:00 a. m.,11/16/2014,2:24:00 a. m.,SCOTT RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1402167,11/16/2014,11:47:00 p. m.,11/16/2014,11:00:00 p. m.,ILLINI UNION,THEFT OVER,ADMIN. CLOSE
,,,,,,,
II1402161,11/16/2014,12:59:00 a. m.,11/16/2014,12:59:00 a. m.,ALLEN RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402161,11/16/2014,12:59:00 a. m.,11/16/2014,12:59:00 a. m.,ALLEN RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1402166,11/16/2014,12:30:00 p. m.,11/16/2014,12:24:00 p. m.,ILLINI UNION,THEFT-RETAIL,PENDING
,,,,,,,
II1402166,11/16/2014,12:30:00 p. m.,11/16/2014,12:24:00 p. m.,ILLINI UNION,TRESPASS-STATE SUPPORTED LAND,PENDING
,,,,,,,
II1402166,11/16/2014,12:30:00 p. m.,11/16/2014,12:24:00 p. m.,ILLINI UNION,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
FI143200083,11/16/2014,2:54:00 a. m.,11/16/2014,2:54:00 a. m.,PAR,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI143200090,11/16/2014,3:14:00 a. m.,11/16/2014,3:14:00 a. m.,900-BLK THRID ST,BATTERY,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143200083,11/16/2014,2:54:00 a. m.,11/16/2014,2:54:00 a. m.,PAR Lobby,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143200082,11/16/2014,2:46:00 a. m.,11/16/2014,2:46:00 a. m.,408 E. GREEN,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI143200430,11/16/2014,11:40:00 p. m.,11/16/2014,11:40:00 p. m.,ESPRESSO ROYALE,LIQUOR,ADMIN. CLOSED
,,,,,,,
II1402168,11/17/2014,12:01:00 a. m.,11/17/2014,12:01:00 a. m.,PARKING LOT D-5,DRIVING UNDER THE INFL-ALCOHOL,ARREST
,,,,,,,
II1402170,11/17/2014,9:25:00 a. m.,11/17/2014,9:25:00 a. m.,ILLINI UNION,TRESPASS-STATE SUPPORTED LAND,ARREST
,,,,,,,
II1402170,11/17/2014,9:25:00 a. m.,11/17/2014,9:25:00 a. m.,ILLINI UNION,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1402170,11/17/2014,9:25:00 a. m.,11/17/2014,9:25:00 a. m.,ILLINI UNION,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1402170,11/17/2014,9:25:00 a. m.,11/17/2014,9:25:00 a. m.,ILLINI UNION,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1402174,11/17/2014,9:14:00 p. m.,11/8/2014,2:00:00 a. m.,CARR RESIDENCE HALL,THEFT UNDER,ARREST
,,,,,,,
II1402172,11/17/2014,2:34:00 p. m.,11/17/2014,2:34:00 p. m.,BIF,THEFT OVER,ADMIN. CLOSE
,,,,,,,
FI143210011,11/17/2014,12:27:00 a. m.,11/17/2014,2:27:00 a. m.,ALLEN RESD HALL,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143220406,11/18/2014,9:20:00 p. m.,11/18/2014,9:20:00 p. m.,ILLINI GROVE,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AR143220027,11/18/2014,2:40:00 a. m.,11/18/2014,2:40:00 a. m.,WATER SURVEY,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
CC1410328,11/19/2014,12:00:00 a. m.,11/10/2014,5:30:00 p. m.,100 blk of SPRINGFIELD E,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410329,11/19/2014,12:00:00 a. m.,11/11/2014,3:30:00 p. m.,100 blk of S FIFTH ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410314,11/19/2014,12:00:00 a. m.,11/11/2014,12:20:00 a. m.,900 blk of LOCUST ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410343,11/19/2014,12:00:00 a. m.,11/12/2014,4:43:00 a. m.,FIRST ST S / CHALMERS,SIMPLE ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1409354,11/19/2014,12:00:00 a. m.,1/18/2014,2:00:00 a. m.,900 blk of FIRST S,FORCIBLE SEX OFFENSE,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410259,11/19/2014,12:00:00 a. m.,11/9/2014,1:29:00 a. m.,blk of GREEN ST E,DRUGS,REPORTED TO OTHER
,,,,,,,AGENCY
II1402182,11/20/2014,10:00:00 a. m.,11/20/2014,10:00:00 a. m.,400 blk of GREEN ST E,OBSTRUCTING JUSTICE,ARREST
,,,,,,,
II1402187,11/20/2014,2:50:00 p. m.,11/20/2014,2:50:00 p. m.,UNDERGRADUATE LIBRARY,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1402180,11/20/2014,12:10:00 a. m.,11/20/2014,12:10:00 a. m.,HOPKINS RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402180,11/20/2014,12:10:00 a. m.,11/20/2014,12:10:00 a. m.,HOPKINS RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402184,11/20/2014,10:47:00 a. m.,11/20/2014,10:47:00 a. m.,100 blk of ROPER,METRO ACTIVATION,ADMIN. CLOSE
,,,,,,,
II1402189,11/20/2014,7:08:00 p. m.,11/20/2014,7:08:00 p. m.,ILLINI UNION BOOKSTORE,THEFT-RETAIL,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402192,11/20/2014,11:24:00 p. m.,11/20/2014,11:24:00 p. m.,PARKING LOT C-10,MIP,ARREST
,,,,,,,
II1402183,11/20/2014,11:59:00 a. m.,11/20/2014,11:59:00 a. m.,HOPKINS RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE
,,,,,,,REFERRAL
CC1410280,11/20/2014,12:00:00 a. m.,11/9/2014,5:40:00 p. m.,600 blk of E CLARK ST,ROBBERY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410342,11/20/2014,12:00:00 a. m.,11/12/2014,1:30:00 a. m.,FIREHAUS BAR,SIMPLE ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
03016-2014,11/20/2014,11:40:00 p. m.,11/20/2014,11:40:00 p. m.,BLAISDELL RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1402193,11/21/2014,1:25:00 a. m.,11/21/2014,1:25:00 a. m.,700 blk of SIXTH ST S,LIQUOR-ILLEGAL CONSUMPTION BY,ARREST
,,,,,,MINOR,
II1402193,11/21/2014,1:25:00 a. m.,11/21/2014,1:25:00 a. m.,700 blk of SIXTH ST S,RESIST/OBSTRUCT/DISARM AN,ARREST
,,,,,,OFFICER,
II1402199,11/21/2014,9:13:00 p. m.,11/21/2014,9:13:00 p. m.,ALLEN RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402199,11/21/2014,9:13:00 p. m.,11/21/2014,9:13:00 p. m.,ALLEN RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143250474,11/21/2014,11:08:00 p. m.,11/21/2014,11:08:00 p. m.,CARR RESD HALL,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143250390,11/21/2014,7:34:00 p. m.,11/21/2014,7:34:00 p. m.,SHELDON RESD HALL,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402200,11/22/2014,3:27:00 a. m.,11/22/2014,3:20:00 a. m.,MTD BUS STOP,ROBBERY,PENDING
,,,,,,,
II1402203,11/22/2014,4:21:00 p. m.,11/22/2014,4:21:00 p. m.,GREEN ST E / LOCUST,WARRANT-IN STATE,ARREST
,,,,,,,
FI143260043,11/22/2014,12:00:00 p. m.,11/22/2014,12:00:00 p. m.,MEMORIAL STADIUM,LIQUOR,ADMIN. CLOSED
,,,,,,,
II1402204,11/23/2014,12:47:00 a. m.,11/23/2014,12:47:00 a. m.,PARKING LOT C-10,MIP,ARREST
,,,,,,,
II1402205,11/23/2014,8:13:00 a. m.,11/23/2014,8:13:00 a. m.,PARKING LOT D-22,THEFT FROM MOTOR VEHICLE,ADMIN. CLOSE
,,,,,,,
II1402207,11/24/2014,1:32:00 p. m.,11/24/2014,12:50:00 p. m.,MAIN LIBRARY,DISORDERLY CONDUCT-ALL OTHER,PENDING
,,,,,,,
II1402211,11/24/2014,4:55:00 p. m.,11/3/2014,8:00:00 a. m.,ORCHARD DOWNS,FRAUD-CREDIT CARD,ADMIN. CLOSE
,,,,,,,
II1402210,11/24/2014,4:53:00 p. m.,11/22/2014,2:30:00 p. m.,MEDICAL SCIENCE BUILDING,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1402208,11/24/2014,3:54:00 p. m.,9/23/2014,8:00:00 a. m.,WRIGHT ST S / SPRINGFIELD AVE,COMPUTER FRAUD,PENDING
,,,,,,,
II1402247,11/25/2014,3:40:00 p. m.,11/25/2014,3:40:00 p. m.,500 blk of HEALEY E,ASSIST CPD/ROBBERY,ADMIN. CLOSE
,,,,,,,
II1402212,11/25/2014,7:58:00 a. m.,11/6/2014,12:25:00 p. m.,BUSEY RESIDENCE HALL,DECEPTIVE PRACTICES,ADMIN. CLOSE
,,,,,,,
CC1410781,11/25/2014,12:00:00 a. m.,11/25/2014,3:25:00 p. m.,SUBWAY,ROBBERY,REPORTED TO OTHER
,,,,,,,AGENCY
CSA14-21,11/25/2014,11:04:00 a. m.,11/22/2014,UNKNOWN,ALPHA SIGMA PHI,AGG BATTERY,ADMIN. CLOSED
,,,,,,,
II1402217,11/26/2014,7:04:00 p. m.,11/26/2014,7:04:00 p. m.,POST I,WARRANT-IN STATE,ARREST
,,,,,,,
II1402219,11/28/2014,1:48:00 a. m.,11/28/2014,1:48:00 a. m.,WHITE E / FIRST,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1402221,11/29/2014,10:04:00 a. m.,11/29/2014,10:04:00 a. m.,FIRST / KIRBY,MIP,ARREST
,,,,,,,
II1402221,11/29/2014,10:04:00 a. m.,11/29/2014,10:04:00 a. m.,FIRST / KIRBY,POSS ALCOHOL PUB PROP / PARKING,ARREST
,,,,,,LOT,
II1402220,11/29/2014,1:31:00 a. m.,11/29/2014,1:31:00 a. m.,PARKING LOT D-15,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1402220,11/29/2014,1:31:00 a. m.,11/29/2014,1:31:00 a. m.,PARKING LOT D-15,CANNABIS-POSS 30 GM & UNDER,ADMIN. CLOSE
,,,,,,,
II1402223,11/29/2014,9:59:00 p. m.,11/29/2014,9:40:00 p. m.,MEMORIAL STADIUM,RESIST/OBSTRUCT/DISARM AN,ARREST
,,,,,,OFFICER,
II1402223,11/29/2014,9:59:00 p. m.,11/29/2014,9:40:00 p. m.,MEMORIAL STADIUM,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1402225,11/30/2014,8:55:00 p. m.,11/30/2014,8:55:00 p. m.,SCOTT RESIDENCE HALL,CRIMINAL DAMAGE GOVT SUPPORT,ARREST
,,,,,,PROP,
II1402226,11/30/2014,10:43:00 p. m.,11/30/2014,10:40:00 p. m.,ALLEN RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402226,11/30/2014,10:43:00 p. m.,11/30/2014,10:40:00 p. m.,ALLEN RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143340024,11/30/2014,12:31:00 a. m.,11/30/2014,12:31:00 a. m.,FIRST/CLARK,PUBLIC URINATION,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402227,12/1/2014,1:22:00 a. m.,12/1/2014,1:22:00 a. m.,LINCOLN N / MAIN,WARRANT-IN STATE,ARREST
,,,,,,,
II1402228,12/1/2014,2:02:00 p. m.,9/18/2014,11:00:00 a. m.,NOYES LAB,THEFT UNDER,PENDING
,,,,,,,
CC1410683,12/1/2014,12:00:00 a. m.,11/22/2014,1:19:00 p. m.,500 blk of WHITE ST E,BURGLARY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410636,12/1/2014,12:00:00 a. m.,11/20/2014,9:00:00 p. m.,E GREEN ST / S FOURTH ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410609,12/1/2014,12:00:00 a. m.,11/20/2014,1:40:00 a. m.,MURPHYS PUB,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410640,12/1/2014,12:00:00 a. m.,11/21/2014,2:15:00 a. m.,S THIRD ST / GREGORY DR,SIMPLE ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410986,12/1/2014,12:00:00 a. m.,11/25/2014,1:56:00 p. m.,CIRCLE K PARKING LOT,NO DRIVERS LICENSE; OPERATING,REPORTED TO OTHER
,,,,,,UNINS,AGENCY
II1402234,12/2/2014,12:31:00 p. m.,11/22/2014,8:00:00 a. m.,KENNEY GYM ANNEX,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1402232,12/2/2014,8:30:00 a. m.,12/1/2014,4:09:00 p. m.,FACILITIES AND SERVICES,VIOLATION ORDER PROTECTION,ARREST
,,,,,,,
II1402235,12/2/2014,5:36:00 p. m.,12/2/2014,4:35:00 p. m.,ARC,THEFT-LOST/MISLAID PROPERTY,UNFOUNDED
,,,,,,,
II1402236,12/2/2014,11:15:00 p. m.,12/2/2014,11:15:00 p. m.,HOPKINS RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402236,12/2/2014,11:15:00 p. m.,12/2/2014,11:15:00 p. m.,HOPKINS RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE
,,,,,,,REFERRAL
CC1410444,12/2/2014,12:00:00 a. m.,11/14/2014,11:01:00 p. m.,THIRD ST / E DANIEL ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410490,12/2/2014,12:00:00 a. m.,11/16/2014,1:00:00 a. m.,CLYBOURNE BAR,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
FI143360026,12/2/2014,1:05:00 a. m.,12/2/2014,1:05:00 a. m.,IRWIN ACADEMIC,LIQUOR,ADMIN. CLOSED
,,,,,,,
AR143360044,12/2/2014,2:17:00 a. m.,12/3/2014,2:17:00 a. m.,SIXTH/DANIEL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1402240,12/3/2014,10:51:00 a. m.,11/26/2014,12:00:00 p. m.,400 blk of HEALEY ST E,ASSAULT,PENDING
,,,,,,,
II1402240,12/3/2014,10:51:00 a. m.,11/26/2014,12:00:00 p. m.,400 blk of HEALEY ST E,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1402243,12/3/2014,5:28:00 p. m.,12/3/2014,5:28:00 p. m.,MCKINLEY HEALTH CENTER,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1402244,12/3/2014,9:11:00 p. m.,12/3/2014,5:00:00 p. m.,ILLINOIS STREET RESIDENCE,THEFT OVER,UNFOUNDED
,,,,,,,
II1402241,12/3/2014,1:34:00 p. m.,12/3/2014,1:34:00 p. m.,VIVARIUM,CRIMINAL DEFACEMENT OF PROPERTY,PENDING
,,,,,,,
II1402238,12/3/2014,7:42:00 a. m.,12/3/2014,7:42:00 a. m.,WILLARD AIRPORT,FRAUD-CREDIT CARD,PENDING
,,,,,,,
CC1410482,12/3/2014,12:00:00 a. m.,11/15/2014,11:05:00 p. m.,KAMS,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410486,12/3/2014,12:00:00 a. m.,11/16/2014,12:38:00 a. m.,RED LION BAR,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410481,12/3/2014,12:00:00 a. m.,11/15/2014,10:30:00 p. m.,ITS BROTHERS BAR,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410491,12/3/2014,12:00:00 a. m.,11/16/2014,1:34:00 a. m.,FIREHAUS BAR,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410485,12/3/2014,12:00:00 a. m.,11/16/2014,12:03:00 a. m.,WHITE HORSE,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410484,12/3/2014,12:00:00 a. m.,11/15/2014,11:30:00 p. m.,JOE'S BREWERY,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410615,12/3/2014,12:00:00 a. m.,11/4/2014,12:01:00 a. m.,RED LION,UNLAWFUL USE OF ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410614,12/3/2014,12:00:00 a. m.,11/1/2014,12:01:00 a. m.,RED LION,UNLAWFUL USE OF ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410391,12/3/2014,12:00:00 a. m.,10/17/2014,10:30:00 p. m.,RED LION,UNLAWFUL USE OF ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410393,12/3/2014,12:00:00 a. m.,10/11/2014,9:00:00 a. m.,RED LION,UNLAWFUL USE OF ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410392,12/3/2014,12:00:00 a. m.,10/17/2014,11:00:00 p. m.,RED LION,UNLAWFUL USE OF ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410230,12/3/2014,12:00:00 a. m.,9/20/2014,9:00:00 p. m.,JOES BREWERY,UNLAWFUL USE OF ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410447,12/3/2014,12:00:00 a. m.,11/15/2014,12:11:00 a. m.,200 blk of E GREEN ST,UNLAWFUL USE OF ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410389,12/3/2014,12:00:00 a. m.,10/29/2014,10:30:00 p. m.,RED LION,UNLAWFUL USE OF ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410616,12/3/2014,12:00:00 a. m.,10/24/2014,7:30:00 p. m.,RED LION,UNLAWFUL USE OF ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1410618,12/3/2014,12:00:00 a. m.,10/17/2014,11:30:00 p. m.,RED LION,UNLAWFUL USE OF ID,REPORTED TO OTHER
,,,,,,,AGENCY
FI143370040,12/3/2014,3:02:00 a. m.,12/3/2014,3:02:00 a. m.,307 E JOHN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI143370030,12/3/2014,2:15:00 a. m.,12/3/2014,2:15:00 a. m.,FIRST/PEABODY,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
CSA14-22,12/3/2014,4:56:00 p. m.,10/10/2014,20:00-23:30,LEONARD RESD HALL,SEX OFFENSE,ADMIN. CLOSED
,,,,,,,
II1402246,12/4/2014,1:21:00 a. m.,12/4/2014,1:21:00 a. m.,IKENBERRY COMMONS QUAD,CRIMINAL DEFACEMENT OF PROPERTY,ARREST
,,,,,,,
FI143380490,12/4/2014,12:02:00 a. m.,12/4/2014,12:02:00 a. m.,SCOTT RESD HALL,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143380485,12/4/2014,11:20:00 p. m.,12/4/2014,11:20:00 p. m.,HOPKINS RESD HALL,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI143380444,12/4/2014,9:41:00 p. m.,12/4/2014,9:41:00 p. m.,KCPA,DRUGS,ADMIN. CLOSED
,,,,,,,
AR143380481,12/4/2014,11:30:00 p. m.,12/4/2014,11:30:00 p. m.,WESTON RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
CSA14-24,12/4/2014,3:02:00 p. m.,12/2/2014,UNKNOWN,SCOTT HALL,SEX OFFENSE,ADMIN. CLOSED
,,,,,,,
II1402259,12/5/2014,2:07:00 p. m.,12/4/2014,11:00:00 a. m.,LINCOLN HALL,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1402252,12/5/2014,12:49:00 a. m.,12/5/2014,12:49:00 a. m.,700 blk of ILLINOIS W,DRIVING UNDER THE INFL-ALCOHOL,ARREST
,,,,,,,
II1402252,12/5/2014,12:49:00 a. m.,12/5/2014,12:49:00 a. m.,700 blk of ILLINOIS W,BREATH ALCOHOL OVER LIMIT,ARREST
,,,,,,,
